               time,               Date,           Rainfall,      Inifiltration,         Runoff@end,       WaterStorage,      LeftDischarge,      RightDischarge
  45295.5833  01/04/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45295.6250  01/04/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45295.6667  01/04/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45295.7083  01/04/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45295.7500  01/04/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45295.7917  01/04/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45295.8333  01/04/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45295.8750  01/04/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45295.9167  01/04/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45295.9583  01/04/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45296.0000  01/05/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45296.0417  01/05/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45296.0833  01/05/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45296.1250  01/05/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45296.1667  01/05/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45296.2083  01/05/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45296.2500  01/05/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45296.2917  01/05/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45296.3333  01/05/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45296.3750  01/05/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45296.4167  01/05/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45296.4583  01/05/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45296.5000  01/05/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45296.5417  01/05/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45296.5833  01/05/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45296.6250  01/05/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45296.6667  01/05/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45296.7083  01/05/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45296.7500  01/05/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45296.7917  01/05/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45296.8333  01/05/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45296.8750  01/05/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45296.9167  01/05/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45296.9583  01/05/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45297.0000  01/06/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45297.0417  01/06/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45297.0833  01/06/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45297.1250  01/06/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45297.1667  01/06/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45297.2083  01/06/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45297.2500  01/06/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45297.2917  01/06/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45297.3333  01/06/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45297.3750  01/06/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45297.4167  01/06/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45297.4583  01/06/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45297.5000  01/06/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45297.5417  01/06/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45297.5833  01/06/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45297.6250  01/06/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45297.6667  01/06/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45297.7083  01/06/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45297.7500  01/06/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45297.7917  01/06/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45297.8333  01/06/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45297.8750  01/06/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45297.9167  01/06/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45297.9583  01/06/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45298.0000  01/07/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45298.0417  01/07/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45298.0833  01/07/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45298.1250  01/07/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45298.1667  01/07/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45298.2083  01/07/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45298.2500  01/07/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45298.2917  01/07/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45298.3333  01/07/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45298.3750  01/07/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45298.4167  01/07/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45298.4583  01/07/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45298.5000  01/07/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45298.5417  01/07/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45298.5833  01/07/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45298.6250  01/07/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45298.6667  01/07/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45298.7083  01/07/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45298.7500  01/07/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45298.7917  01/07/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45298.8333  01/07/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45298.8750  01/07/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45298.9167  01/07/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45298.9583  01/07/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45299.0000  01/08/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45299.0417  01/08/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45299.0833  01/08/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45299.1250  01/08/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45299.1667  01/08/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45299.2083  01/08/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45299.2500  01/08/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45299.2917  01/08/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45299.3333  01/08/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45299.3750  01/08/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45299.4167  01/08/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45299.4583  01/08/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45299.5000  01/08/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45299.5417  01/08/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45299.5833  01/08/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45299.6250  01/08/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45299.6667  01/08/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45299.7083  01/08/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45299.7500  01/08/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45299.7917  01/08/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45299.8333  01/08/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45299.8750  01/08/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45299.9167  01/08/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45299.9583  01/08/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45300.0000  01/09/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45300.0417  01/09/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45300.0833  01/09/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45300.1250  01/09/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45300.1667  01/09/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45300.2083  01/09/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45300.2500  01/09/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45300.2917  01/09/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45300.3333  01/09/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45300.3750  01/09/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45300.4167  01/09/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45300.4583  01/09/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45300.5000  01/09/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45300.5417  01/09/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45300.5833  01/09/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45300.6250  01/09/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45300.6667  01/09/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45300.7083  01/09/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45300.7500  01/09/2024        9.7695        9.7630        0.0000        0.0000        0.0000        0.0000
  45300.7917  01/09/2024       37.5750       37.5501        0.0000        0.0000        0.0000        0.0000
  45300.8333  01/09/2024       37.3478       37.3233        0.0000        0.0000        0.0000        0.0000
  45300.8750  01/09/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45300.9167  01/09/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45300.9583  01/09/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45301.0000  01/10/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45301.0417  01/10/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45301.0833  01/10/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45301.1250  01/10/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45301.1667  01/10/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
  45301.2083  01/10/2024        0.0000        0.0000        0.0000        0.0000        0.0000        0.0000
