TIME_2DSOIL,TIME_PHREEQCRM,DATE,MINERAL_N,DELTA_NITRIFIED_N,DELTA_DENITRIFIED_N
  45292.763379,      65955.93,01/01/2024,     27.09,  0.1535045E-02,  0.9434669E-03
  45292.764202,      66027.07,01/01/2024,     27.10,  0.1539847E-02,  0.9380502E-03
  45292.765028,      66098.44,01/01/2024,     27.10,  0.1544264E-02,  0.9327689E-03
  45292.765857,      66170.02,01/01/2024,     27.10,  0.1548573E-02,  0.9277805E-03
  45292.766686,      66241.69,01/01/2024,     27.10,  0.1550335E-02,  0.9216068E-03
  45292.767516,      66313.42,01/01/2024,     27.10,  0.1551452E-02,  0.9153689E-03
  45292.768349,      66385.34,01/01/2024,     27.10,  0.1555239E-02,  0.9108686E-03
  45292.769182,      66457.30,01/01/2024,     27.10,  0.1555605E-02,  0.9043458E-03
  45292.770014,      66529.25,01/01/2024,     27.10,  0.1555337E-02,  0.8973173E-03
  45292.770847,      66601.20,01/01/2024,     27.10,  0.1555063E-02,  0.8901277E-03
  45292.771680,      66673.15,01/01/2024,     27.10,  0.1554794E-02,  0.8827999E-03
  45292.772513,      66745.10,01/01/2024,     27.10,  0.1554521E-02,  0.8753797E-03
  45292.773346,      66817.06,01/01/2024,     27.10,  0.1554254E-02,  0.8679108E-03
  45292.774178,      66889.01,01/01/2024,     27.10,  0.1553980E-02,  0.8603849E-03
  45292.775011,      66960.96,01/01/2024,     27.10,  0.1553709E-02,  0.8528736E-03
  45292.775844,      67032.91,01/01/2024,     27.10,  0.1553441E-02,  0.8454004E-03
  45292.776677,      67104.86,01/01/2024,     27.10,  0.1553172E-02,  0.8379871E-03
  45292.777509,      67176.82,01/01/2024,     27.11,  0.1552901E-02,  0.8306188E-03
  45292.778342,      67248.77,01/01/2024,     27.11,  0.1552630E-02,  0.8233555E-03
  45292.779175,      67320.72,01/01/2024,     27.11,  0.1552362E-02,  0.8161907E-03
  45292.780008,      67392.67,01/01/2024,     27.11,  0.1552092E-02,  0.8091371E-03
  45292.780841,      67464.62,01/01/2024,     27.11,  0.1551820E-02,  0.8022281E-03
  45292.781673,      67536.58,01/01/2024,     27.11,  0.1551553E-02,  0.7954687E-03
  45292.782506,      67608.53,01/01/2024,     27.11,  0.1551284E-02,  0.7888589E-03
  45292.783339,      67680.48,01/01/2024,     27.11,  0.1551011E-02,  0.7824166E-03
  45292.784172,      67752.43,01/01/2024,     27.11,  0.1550745E-02,  0.7761299E-03
  45292.785004,      67824.38,01/01/2024,     27.11,  0.1550475E-02,  0.7699957E-03
  45292.785837,      67896.34,01/01/2024,     27.11,  0.1550208E-02,  0.7640144E-03
  45292.786670,      67968.29,01/01/2024,     27.11,  0.1549937E-02,  0.7581798E-03
  45292.787503,      68040.24,01/01/2024,     27.11,  0.1549665E-02,  0.7524870E-03
  45292.788336,      68112.19,01/01/2024,     27.12,  0.1549400E-02,  0.7469374E-03
  45292.789168,      68184.14,01/01/2024,     27.12,  0.1549130E-02,  0.7415249E-03
  45292.790001,      68256.10,01/01/2024,     27.12,  0.1548863E-02,  0.7362480E-03
  45292.790834,      68328.05,01/01/2024,     27.12,  0.1548597E-02,  0.7311067E-03
  45292.791667,      68400.00,01/01/2024,     27.12,  0.1548325E-02,  0.7261056E-03
  45292.792528,      68474.43,01/01/2024,     27.12,  0.1601374E-02,  0.7459199E-03
  45292.793390,      68548.90,01/01/2024,     27.12,  0.1602030E-02,  0.7413337E-03
  45292.794253,      68623.42,01/01/2024,     27.12,  0.1602609E-02,  0.7368825E-03
